structure,message,page_id,slug,parent,web_title,web_subtitle,web_body,whatsapp_title,whatsapp_body,whatsapp_template_name,whatsapp_template_category,example_values,variation_title,variation_body,list_title,list_items,sms_title,sms_body,ussd_title,ussd_body,messenger_title,messenger_body,viber_title,viber_body,translation_tag,tags,quick_replies,triggers,next_prompt,buttons,image_link,doc_link,media_link,related_pages,footer,language_code
Sub 5.1.135,1,3679,mnch_onboarding_main_menu_personalised,Onboarding,Main_menu_personalised,,,Main_menu_personalised,"*{MyHealth} main menu*

Tap `≡ Menu` to make your choice.

*Get health advice*
 👩🏽⚕️ Your health guide
 📚 View topics for you
 📞 Help centre

*Settings*
 👤 Your profile
 🔔 Manage updates
 📱 Manage data

*{MyHealth} Service*
 🚌 Take a tour
 ℹ️ About & privacy policy

To return here at any time, send in the word `menu`",,UTILITY,,,,Menu,"[{""type"": ""next_message"", ""title"": ""Health Guide""}, {""type"": ""next_message"", ""title"": ""View Topics""}, {""type"": ""next_message"", ""title"": ""Go to Help Center""}, {""type"": ""next_message"", ""title"": ""Profile""}, {""type"": ""next_message"", ""title"": ""Manage Updates""}, {""type"": ""next_message"", ""title"": ""Manage Data""}, {""type"": ""next_message"", ""title"": ""Take a Tour""}, {""type"": ""next_message"", ""title"": ""About this service""}]",,,,,,,,,f7d246db-c55d-499b-a9c8-940e63cec2ed,,,,,[],,,,,,en
