no,slug,parent,web_title,whatsapp_title,Image,whatsapp_body,footer,ButtonA,ButtonB,ButtonC,ListOption,OptionA,OptionB,OptionC,OptionD,OptionE,OptionF,OptionG,OptionH,OptionI,OptionJ,list_items,ButtonA Goto,ButtonB Goto,ButtonC Goto,ButtonA Type,ButtonB Type,ButtonC Type,buttons,locale
1,mnch_onboarding_error_handling_button,Onboarding,error handling - button,error handling - button,,"I don't understand your reply.

👇🏽 Please try that again and respond by tapping a button.",,,,,,,,,,,,,,,,,,,,,,,,English
